model_key	model_label	model_id	run_id	worker_pod	lane	label	parent	relationship	source	confidence	start_s_after_container	end_s_after_container	duration_s	start_iso	end_iso
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	critical_path	vLLM engine config, tokenizer, renderer, child spawn		additive	create_engine_config + tokenizer/renderer + AsyncLLM child spawn	inferred-gap	25.283	30.866	5.583	2026-05-01T00:40:14.283Z	2026-05-01T00:40:19.866Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	critical_path	EngineCore child Python/bootstrap		additive	EngineCore logs	measured	30.866	31.697	0.831	2026-05-01T00:40:19.866Z	2026-05-01T00:40:20.697Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	critical_path	EngineCore pre-load setup		additive	EngineCore setup before worker.load_model	inferred-gap	31.697	34.642	2.945	2026-05-01T00:40:20.697Z	2026-05-01T00:40:23.642Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_parent	Model load total		parent	worker.load_model	instrumented	34.642	43.233	8.591	2026-05-01T00:40:23.642Z	2026-05-01T00:40:32.233Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_parent	KV/profile/warmup total		parent	engine.initialize_kv_caches_total	instrumented	43.233	61.599	18.366	2026-05-01T00:40:32.233Z	2026-05-01T00:40:50.599Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	Determine available memory total	KV/profile/warmup total	nested	worker.determine_available_memory_total	instrumented	43.233	58.172	14.939	2026-05-01T00:40:32.233Z	2026-05-01T00:40:47.172Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	Profile run	Determine available memory total	nested	worker.profile_run	instrumented	43.360	57.353	13.993	2026-05-01T00:40:32.359Z	2026-05-01T00:40:46.353Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	torch.compile	Profile run	nested	vllm.log.torch_compile	log-duration-derived	43.371	56.641	13.270	2026-05-01T00:40:32.371Z	2026-05-01T00:40:45.641Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	Initial profiling/warmup forward	Profile run	nested	vllm.log.initial_profile_warmup	log-duration-derived	56.640	57.020	0.380	2026-05-01T00:40:45.640Z	2026-05-01T00:40:46.020Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	Profile CUDA graph memory	Determine available memory total	nested	worker.profile_cudagraph_memory	instrumented	57.354	58.004	0.650	2026-05-01T00:40:46.353Z	2026-05-01T00:40:47.004Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	Memory profiling context	Determine available memory total	nested	vllm.log.memory_profiling	log-duration-derived	43.362	58.172	14.810	2026-05-01T00:40:32.362Z	2026-05-01T00:40:47.172Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	Engine initialize_from_config	KV/profile/warmup total	nested	engine.initialize_from_config	instrumented	58.173	61.598	3.425	2026-05-01T00:40:47.172Z	2026-05-01T00:40:50.598Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	Worker KV allocation total	Engine initialize_from_config	nested	worker.initialize_from_config_total	instrumented	58.174	58.194	0.020	2026-05-01T00:40:47.173Z	2026-05-01T00:40:47.194Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	Ensure KV transfer init	Worker KV allocation total	nested	worker.ensure_kv_transfer_initialized	instrumented	58.173	58.173	0.000	2026-05-01T00:40:47.172Z	2026-05-01T00:40:47.173Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	Initialize KV cache	Worker KV allocation total	nested	worker.initialize_kv_cache	instrumented	58.174	58.194	0.020	2026-05-01T00:40:47.173Z	2026-05-01T00:40:47.194Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	compile_or_warm_up_model total	Engine initialize_from_config	nested	worker.compile_or_warm_up_model_total	instrumented	58.194	61.598	3.404	2026-05-01T00:40:47.193Z	2026-05-01T00:40:50.598Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	Remove LoRAs after compile warmup	compile_or_warm_up_model total	nested	worker.remove_loras_after_compile_warmup	instrumented	58.194	58.194	0.000	2026-05-01T00:40:47.193Z	2026-05-01T00:40:47.194Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	Kernel warmup	compile_or_warm_up_model total	nested	worker.kernel_warmup	instrumented	58.194	58.340	0.146	2026-05-01T00:40:47.194Z	2026-05-01T00:40:47.340Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	CUDA graph capture	compile_or_warm_up_model total	nested	worker.capture_model	instrumented	58.341	61.585	3.244	2026-05-01T00:40:47.340Z	2026-05-01T00:40:50.585Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	vllm_child	Sampler/V2 warmup	compile_or_warm_up_model total	nested	worker.sampler_warmup	instrumented	61.586	61.598	0.012	2026-05-01T00:40:50.585Z	2026-05-01T00:40:50.598Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	critical_path	Engine post-init parent-process tail		additive	AsyncLLM.from_vllm_config return + parent bookkeeping	inferred-gap	61.599	62.285	0.686	2026-05-01T00:40:50.599Z	2026-05-01T00:40:51.285Z
qwen25-7b	Qwen2.5 7B	Qwen/Qwen2.5-7B-Instruct	cold-qwen25-7b-0501003934	cold-qwen25-7b-0501003934-worker-873a3694-6966676647-bgfkb	critical_path	Dynamo registration/discovery to first chat		additive	Dynamo registration + frontend first chat	inferred-gap	62.294	72.662	10.368	2026-05-01T00:40:51.294Z	2026-05-01T00:41:01.662Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	critical_path	Container start -> first Python/vLLM log		additive	k8s.container.startedAt + worker log	coarse-start	0.000	5.497	5.497	2026-05-01T00:41:49.000Z	2026-05-01T00:41:54.497Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	critical_path	Main-process vLLM platform detection		additive	vllm.platforms	measured	5.497	5.560	0.063	2026-05-01T00:41:54.497Z	2026-05-01T00:41:54.560Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	critical_path	Python import / Dynamo module load gap		additive	log gap before dynamo.nixl_connect	inferred-gap	5.560	14.535	8.975	2026-05-01T00:41:54.560Z	2026-05-01T00:42:03.535Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	critical_path	Dynamo CLI/config parse to offline model path		additive	arg_utils.__post_init__	inferred-gap	14.535	15.221	0.686	2026-05-01T00:42:03.535Z	2026-05-01T00:42:04.221Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	critical_path	HF cache local path check		additive	dynamo_llm::hub	measured-but-not-blog-critical	15.221	15.548	0.327	2026-05-01T00:42:04.221Z	2026-05-01T00:42:04.548Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	critical_path	Runtime/discovery/status-server bootstrap		additive	Dynamo runtime logs	measured	15.548	15.562	0.014	2026-05-01T00:42:04.548Z	2026-05-01T00:42:04.562Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	critical_path	vLLM model-class inspection		additive	registry.inspect_model_cls	measured	15.576	25.517	9.941	2026-05-01T00:42:04.576Z	2026-05-01T00:42:14.517Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	critical_path	vLLM engine config, tokenizer, renderer, child spawn		additive	create_engine_config + tokenizer/renderer + AsyncLLM child spawn	inferred-gap	25.517	31.148	5.631	2026-05-01T00:42:14.517Z	2026-05-01T00:42:20.148Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	critical_path	EngineCore child Python/bootstrap		additive	EngineCore logs	measured	31.148	31.994	0.846	2026-05-01T00:42:20.148Z	2026-05-01T00:42:20.994Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	critical_path	EngineCore pre-load setup		additive	EngineCore setup before worker.load_model	inferred-gap	31.994	35.035	3.041	2026-05-01T00:42:20.994Z	2026-05-01T00:42:24.035Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_parent	Model load total		parent	worker.load_model	instrumented	35.035	42.063	7.028	2026-05-01T00:42:24.035Z	2026-05-01T00:42:31.063Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_parent	KV/profile/warmup total		parent	engine.initialize_kv_caches_total	instrumented	42.063	67.247	25.184	2026-05-01T00:42:31.063Z	2026-05-01T00:42:56.247Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	Determine available memory total	KV/profile/warmup total	nested	worker.determine_available_memory_total	instrumented	42.064	62.772	20.708	2026-05-01T00:42:31.063Z	2026-05-01T00:42:51.772Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	Profile run	Determine available memory total	nested	worker.profile_run	instrumented	42.183	61.874	19.691	2026-05-01T00:42:31.183Z	2026-05-01T00:42:50.874Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	torch.compile	Profile run	nested	vllm.log.torch_compile	log-duration-derived	42.187	60.997	18.810	2026-05-01T00:42:31.187Z	2026-05-01T00:42:49.997Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	Initial profiling/warmup forward	Profile run	nested	vllm.log.initial_profile_warmup	log-duration-derived	61.001	61.541	0.540	2026-05-01T00:42:50.001Z	2026-05-01T00:42:50.541Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	Profile CUDA graph memory	Determine available memory total	nested	worker.profile_cudagraph_memory	instrumented	61.875	62.593	0.718	2026-05-01T00:42:50.874Z	2026-05-01T00:42:51.593Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	Memory profiling context	Determine available memory total	nested	vllm.log.memory_profiling	log-duration-derived	42.182	62.772	20.590	2026-05-01T00:42:31.182Z	2026-05-01T00:42:51.772Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	Engine initialize_from_config	KV/profile/warmup total	nested	engine.initialize_from_config	instrumented	62.773	67.247	4.474	2026-05-01T00:42:51.773Z	2026-05-01T00:42:56.247Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	Worker KV allocation total	Engine initialize_from_config	nested	worker.initialize_from_config_total	instrumented	62.773	62.797	0.024	2026-05-01T00:42:51.773Z	2026-05-01T00:42:51.797Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	Ensure KV transfer init	Worker KV allocation total	nested	worker.ensure_kv_transfer_initialized	instrumented	62.774	62.774	0.000	2026-05-01T00:42:51.773Z	2026-05-01T00:42:51.774Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	Initialize KV cache	Worker KV allocation total	nested	worker.initialize_kv_cache	instrumented	62.774	62.797	0.023	2026-05-01T00:42:51.773Z	2026-05-01T00:42:51.797Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	compile_or_warm_up_model total	Engine initialize_from_config	nested	worker.compile_or_warm_up_model_total	instrumented	62.798	67.247	4.449	2026-05-01T00:42:51.797Z	2026-05-01T00:42:56.247Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	Remove LoRAs after compile warmup	compile_or_warm_up_model total	nested	worker.remove_loras_after_compile_warmup	instrumented	62.798	62.798	0.000	2026-05-01T00:42:51.797Z	2026-05-01T00:42:51.798Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	Kernel warmup	compile_or_warm_up_model total	nested	worker.kernel_warmup	instrumented	62.798	63.012	0.214	2026-05-01T00:42:51.797Z	2026-05-01T00:42:52.012Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	CUDA graph capture	compile_or_warm_up_model total	nested	worker.capture_model	instrumented	63.013	67.229	4.216	2026-05-01T00:42:52.012Z	2026-05-01T00:42:56.229Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	vllm_child	Sampler/V2 warmup	compile_or_warm_up_model total	nested	worker.sampler_warmup	instrumented	67.229	67.246	0.017	2026-05-01T00:42:56.229Z	2026-05-01T00:42:56.246Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	critical_path	Engine post-init parent-process tail		additive	AsyncLLM.from_vllm_config return + parent bookkeeping	inferred-gap	67.247	67.882	0.635	2026-05-01T00:42:56.247Z	2026-05-01T00:42:56.882Z
qwen25-14b	Qwen2.5 14B	Qwen/Qwen2.5-14B-Instruct	cold-qwen25-14b-0501004135	cold-qwen25-14b-0501004135-worker-d02df358-546749b5fd-lkkqb	critical_path	Dynamo registration/discovery to first chat		additive	Dynamo registration + frontend first chat	inferred-gap	67.890	73.533	5.643	2026-05-01T00:42:56.890Z	2026-05-01T00:43:02.533Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	critical_path	Container start -> first Python/vLLM log		additive	k8s.container.startedAt + worker log	coarse-start	0.000	5.606	5.606	2026-05-01T00:43:59.000Z	2026-05-01T00:44:04.606Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	critical_path	Main-process vLLM platform detection		additive	vllm.platforms	measured	5.606	5.668	0.062	2026-05-01T00:44:04.606Z	2026-05-01T00:44:04.668Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	critical_path	Python import / Dynamo module load gap		additive	log gap before dynamo.nixl_connect	inferred-gap	5.668	14.635	8.967	2026-05-01T00:44:04.668Z	2026-05-01T00:44:13.635Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	critical_path	Dynamo CLI/config parse to offline model path		additive	arg_utils.__post_init__	inferred-gap	14.635	15.318	0.683	2026-05-01T00:44:13.635Z	2026-05-01T00:44:14.318Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	critical_path	HF cache local path check		additive	dynamo_llm::hub	measured-but-not-blog-critical	15.318	15.637	0.319	2026-05-01T00:44:14.318Z	2026-05-01T00:44:14.637Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	critical_path	Runtime/discovery/status-server bootstrap		additive	Dynamo runtime logs	measured	15.637	15.652	0.015	2026-05-01T00:44:14.637Z	2026-05-01T00:44:14.652Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	critical_path	vLLM model-class inspection		additive	registry.inspect_model_cls	measured	15.669	25.655	9.986	2026-05-01T00:44:14.669Z	2026-05-01T00:44:24.655Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	critical_path	vLLM engine config, tokenizer, renderer, child spawn		additive	create_engine_config + tokenizer/renderer + AsyncLLM child spawn	inferred-gap	25.655	31.248	5.593	2026-05-01T00:44:24.655Z	2026-05-01T00:44:30.248Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	critical_path	EngineCore child Python/bootstrap		additive	EngineCore logs	measured	31.248	32.081	0.833	2026-05-01T00:44:30.248Z	2026-05-01T00:44:31.081Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	critical_path	EngineCore pre-load setup		additive	EngineCore setup before worker.load_model	inferred-gap	32.081	35.052	2.971	2026-05-01T00:44:31.081Z	2026-05-01T00:44:34.051Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_parent	Model load total		parent	worker.load_model	instrumented	35.052	49.990	14.938	2026-05-01T00:44:34.051Z	2026-05-01T00:44:48.990Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_parent	KV/profile/warmup total		parent	engine.initialize_kv_caches_total	instrumented	49.991	80.535	30.544	2026-05-01T00:44:48.990Z	2026-05-01T00:45:19.535Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	Determine available memory total	KV/profile/warmup total	nested	worker.determine_available_memory_total	instrumented	49.991	74.444	24.453	2026-05-01T00:44:48.990Z	2026-05-01T00:45:13.444Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	Profile run	Determine available memory total	nested	worker.profile_run	instrumented	50.120	73.388	23.268	2026-05-01T00:44:49.119Z	2026-05-01T00:45:12.388Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	torch.compile	Profile run	nested	vllm.log.torch_compile	log-duration-derived	50.127	72.337	22.210	2026-05-01T00:44:49.127Z	2026-05-01T00:45:11.337Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	Initial profiling/warmup forward	Profile run	nested	vllm.log.initial_profile_warmup	log-duration-derived	72.337	73.047	0.710	2026-05-01T00:45:11.337Z	2026-05-01T00:45:12.047Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	Profile CUDA graph memory	Determine available memory total	nested	worker.profile_cudagraph_memory	instrumented	73.389	74.251	0.862	2026-05-01T00:45:12.388Z	2026-05-01T00:45:13.251Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	Memory profiling context	Determine available memory total	nested	vllm.log.memory_profiling	log-duration-derived	50.123	74.443	24.320	2026-05-01T00:44:49.123Z	2026-05-01T00:45:13.443Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	Engine initialize_from_config	KV/profile/warmup total	nested	engine.initialize_from_config	instrumented	74.446	80.535	6.089	2026-05-01T00:45:13.445Z	2026-05-01T00:45:19.535Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	Worker KV allocation total	Engine initialize_from_config	nested	worker.initialize_from_config_total	instrumented	74.446	74.470	0.024	2026-05-01T00:45:13.445Z	2026-05-01T00:45:13.470Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	Ensure KV transfer init	Worker KV allocation total	nested	worker.ensure_kv_transfer_initialized	instrumented	74.446	74.446	0.000	2026-05-01T00:45:13.445Z	2026-05-01T00:45:13.446Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	Initialize KV cache	Worker KV allocation total	nested	worker.initialize_kv_cache	instrumented	74.446	74.470	0.024	2026-05-01T00:45:13.446Z	2026-05-01T00:45:13.470Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	compile_or_warm_up_model total	Engine initialize_from_config	nested	worker.compile_or_warm_up_model_total	instrumented	74.470	80.534	6.064	2026-05-01T00:45:13.469Z	2026-05-01T00:45:19.534Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	Remove LoRAs after compile warmup	compile_or_warm_up_model total	nested	worker.remove_loras_after_compile_warmup	instrumented	74.470	74.470	0.000	2026-05-01T00:45:13.469Z	2026-05-01T00:45:13.470Z
