"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    Test dynamo deployments with different configurations.
    ","94444","test_deployment[disaggregated_multimodal-2]","tests.serve","2026-04-08","passed","2026-04-08","","test_trtllm","",""
"Test that ValueError is raised when there are no user role messages.","0","test_extract_user_text_no_user_messages","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","","test_vllm_chat_message_utils","",""
"Verify FinishReason enum names and string representations.

        vllm_processor.py maps router finish_reason strings to FinishReason
        enum values via _FINISH_REASON_MAP, and the output processor uses
        str(finish_reason) for the OpenAI response format.
        ","0","test_finish_reason_enum_contract","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestVllmRendererApi","test_vllm_renderer_api","",""
"Test tool calling functionality with weather and system health tools.","1482","test_tool_calling","tests.frontend","2026-04-08","passed","2026-04-08","","test_vllm","",""
"
    End-to-end test for prefill worker request migration in disaggregated mode.

    Setup: 1 decode worker + 2 prefill workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_prefill[migration_disabled-graceful_shutdown-completion-unary-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"","0","test_wake_up_remaps_weights_and_reallocates_kv_cache","tests.gms.integration","2026-04-08","passed","2026-04-08","","test_gms_vllm_worker","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_disabled-worker_failure-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","73204","test_request_migration_sglang_decode[migration_enabled-worker_failure-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_sglang","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","54273","test_request_migration_vllm_aggregated[migration_disabled-graceful_shutdown-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_vllm","",""
"With encode client -> delegates to load_multimodal_embeddings.","0","test_delegates_to_load_multimodal_embeddings","components.src.dynamo.vllm.tests","2026-04-08","skipped","2026-04-08","TestLoadMultimodalData","test_vllm_worker_handler","",""
"Cache path: request NOT updated with EPD metadata.","30","test_partial_cache_no_metadata_update","components.src.dynamo.trtllm.tests.multimodal","2026-04-08","passed","2026-04-08","TestFetchEmbeddingsFromEncoder","test_trtllm_embedding_fetcher","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_enabled-graceful_shutdown-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"All URLs uncached with cache -> encode worker call, results cached.","5","test_all_uncached_with_cache","components.src.dynamo.vllm.tests.multimodal_utils","2026-04-08","passed","2026-04-08","TestMultimodalEmbeddingLoader","test_vllm_embedding_loader","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_kv_transfer[migration_enabled-graceful_shutdown-completion-unary-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_kv_transfer[migration_enabled-graceful_shutdown-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","0","test_serve_deployment[aggregated_toolcalling]","tests.serve","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_kv_transfer[migration_disabled-graceful_shutdown-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","50484","test_request_migration_sglang_aggregated[migration_enabled-worker_failure-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_sglang","",""
"","0","test_encode_worker[DisaggregationMode.PREFILL]","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"Test usage statistics calculation for various scenarios.","0","test_build_completion_usage[embeddings]","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestUsageStatistics","test_vllm_prompt_embeds","",""
"
    End-to-end test for request cancellation during prefill phase with unified frontend.

    This test verifies that when a request is cancelled by the client during the prefill phase,
    the system properly handles the cancellation and cleans up resources on the prefill worker.
    Since the request is cancelled before prefill completes, the decode worker never receives it.

    Timing (Last Run: 2025-12-09): ~115s total (2 workers at 45% GPU each)
    - Engine initialization: ~92s (frontend: 2s, prefill worker: 45s, decode worker: 45s sequential)
    - Testing cancellation during prefill: ~20s
    - Teardown: ~3s
    ","110758","test_request_cancellation_trtllm_prefill_cancel[tcp]","tests.fault_tolerance.cancellation","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","160741","test_request_migration_trtllm_decode[migration_disabled-graceful_shutdown-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_trtllm","",""
"Cache path: List[Tensor] passed as embeddings.","5","test_embeddings_passed_to_generate_locally","components.src.dynamo.trtllm.tests.request_handlers","2026-04-08","passed","2026-04-08","TestPrefillHandlerGenerate","test_trtllm_prefill_handler","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_disabled-graceful_shutdown-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"
    End-to-end test for request cancellation during prefill to decode KV transfer phase.

    This test verifies that when a request is cancelled by the client during the KV transfer phase,
    the system properly handles the cancellation and cleans up resources on the workers.

    Timing (Last Run: 2025-12-09): ~115s total (2 workers at 45% GPU each)
    - Engine initialization: ~92s (frontend: 2s, prefill worker: 45s, decode worker: 45s sequential)
    - Testing KV transfer cancellation: ~20s
    - Teardown: ~3s
    ","110773","test_request_cancellation_trtllm_kv_transfer_cancel[tcp]","tests.fault_tolerance.cancellation","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"Setting both --dyn-tool-call-parser and --tool-call-parser exits with error.","7","test_tool_call_parser_both_flags_error","components.src.dynamo.sglang.tests","2026-04-08","passed","2026-04-08","","test_sglang_unit","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","0","test_serve_deployment[aggregated_lmcache_multiproc]","tests.serve","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_decode[migration_enabled-worker_failure-completion-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"","1","test_extract_multimodal_data_rejects_requests_when_disabled","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","","test_vllm_video_handler","",""
"","2","test_raises_for_image_url[extra_args_messages]","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestMultimodalGuard","test_trtllm_handler_base","",""
"Test that TEXT returns True for is_llm.","0","test_is_llm_true_for_text","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestModality","test_trtllm_video_diffusion","",""
"
    Test ETCD High Availability with repeated node failures and recoveries in disaggregated mode using SGLang.

    This test:
    1. Starts a 3-node ETCD cluster
    2. Starts NATS, frontend, and both prefill and decode SGLang workers
    3. Cycles through each of the 3 replicas:
       - Terminate the replica by index
       - Send inference request to verify system still works
       - Restart the terminated node

    This ensures testing of:
    - ETCD leader termination
    - Frontend/worker disconnection from their connected ETCD replica

    Note: This test requires 2 GPUs to run decode and prefill workers on separate GPUs.
    ","94235","test_etcd_ha_failover_sglang_disaggregated","tests.fault_tolerance.etcd_ha","2026-04-08","passed","2026-04-08","","test_sglang","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_decode[migration_disabled-graceful_shutdown-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"parse_args returns a Config instance with model, component, and endpoint set.","1","test_parse_args_returns_config_with_expected_attrs","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","","test_trtllm_unit","",""
"Reasoning + plain content, no tool calls.

    When </think> and the actual response content arrive in the same chunk
    (with finish_reason=stop), the content must still be emitted.  This
    reproduces a regression where the post-reasoning content was
    unconditionally buffered for tool-call extraction and never emitted
    when no tool call was present.
    ","0","test_no_tool_call","tests.frontend","2026-04-08","passed","2026-04-08","","test_prepost","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","32366","test_serve_deployment[guided_decoding]","tests.serve","2026-04-08","passed","2026-04-08","","test_vllm","",""
"Test that MODEL_EXPRESS_URL env var is used as fallback.","4","test_model_express_url_from_env_var[mx-target]","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","","test_vllm_unit","",""
"","0","test_router_decisions_sglang_disagg[nats]","tests.router","2026-04-08","skipped","2026-04-08","","test_router_e2e_with_sglang","",""
"Test that --is-decode-worker still works but emits DeprecationWarning.","3","test_legacy_is_decode_worker_emits_deprecation","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","","test_vllm_unit","",""
"Test that --connector none raises ValueError telling user it's no longer needed.","4","test_connector_none_raises_error","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","","test_vllm_unit","",""
"
    End-to-end test for prefill worker request migration in disaggregated mode.

    Setup: 1 decode worker + 2 prefill workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","37679","test_request_migration_vllm_prefill[migration_disabled-graceful_shutdown-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_enabled-worker_failure-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"","2","test_sleep_returns_error_for_unregister_failure","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","","test_vllm_sleep_wake_handlers","",""
"Test that various value ranges are preserved with float32 precision.","1","test_embedding_value_ranges_preserved[mixed]","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"","1","test_skip_oversized_item","components.src.dynamo.vllm.tests.multimodal_utils","2026-04-08","passed","2026-04-08","TestSchedulerSideLRU","test_vllm_multimodal_embedding_cache_connector","",""
"
    End-to-end test for prefill worker request migration in disaggregated mode.

    Setup: 1 decode worker + 2 prefill workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_prefill[migration_enabled-graceful_shutdown-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"","86","test_unsupported_args_get_pruned_for_autodeploy[engine_args3-True]","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"Test that cached tokens are reported in prompt_tokens_details.","0","test_build_completion_usage_with_cached_tokens","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestUsageStatistics","test_vllm_prompt_embeds","",""
"For repeated same 3-image request: low first overlap, then increase, then stable.","5800","test_vllm_mm_overlap_repeated_three_images","tests.mm_router","2026-04-08","passed","2026-04-08","","test_vllm_mm_router_e2e","",""
"Test that normal truthy values are correctly set.","0","test_truthy_values_are_applied","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestOverrideSamplingParams","test_trtllm_handler_base","",""
"
    Test multimodal inference with base64 url passthrough.

    This test is separate because it loads the required image at runtime
    (not collection time), ensuring it only fails when actually executed.
    ","0","test_multimodal_b64","tests.serve","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"getaddrinfo returns 127.0.0.1, UDP returns 10.0.0.5 → returns 10.0.0.5.","1","test_hostname_loopback_falls_through_to_udp","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestGetHostIp","test_vllm_unit","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","51309","test_request_migration_sglang_aggregated[migration_enabled-graceful_shutdown-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_sglang","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","157353","test_request_migration_trtllm_decode[migration_enabled-worker_failure-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_trtllm","",""
"","1","test_disagg_health_check_payload_includes_bootstrap_info","components.src.dynamo.sglang.tests","2026-04-08","passed","2026-04-08","","test_sglang_unit","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_kv_transfer[migration_disabled-worker_failure-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"","0","test_decode_worker[DisaggregationMode.PREFILL]","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"","0","test_empty","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestParseDynamicFlags","test_dynamic_flags","",""
"","1","test_agg_worker[DisaggregationMode.DECODE]","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","159659","test_request_migration_trtllm_decode[migration_enabled-graceful_shutdown-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_trtllm","",""
"Verify KVBM package and core classes can be imported in TRT-LLM image.","52","test_kvbm_imports_trtllm","tests.dependencies","2026-04-08","passed","2026-04-08","","test_kvbm_imports","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_kv_transfer[migration_disabled-worker_failure-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"
    End-to-end test for prefill worker request migration in disaggregated mode.

    Setup: 1 decode worker + 2 prefill workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","37578","test_request_migration_vllm_prefill[migration_disabled-worker_failure-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_disabled-worker_failure-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"","0","test_sleep_level_2_unmaps_weights_and_kv_cache","tests.gms.integration","2026-04-08","passed","2026-04-08","","test_gms_vllm_worker","",""
"
    End-to-end test for request cancellation during decode phase with unified frontend.

    This test verifies that when a request is cancelled by the client during the decode phase,
    the system properly handles the cancellation and cleans up resources
    on the decode worker side in a disaggregated setup.

    Timing (Last Run: 2025-12-09): ~115s total (2 workers at 45% GPU each)
    - Engine initialization: ~92s (frontend: 2s, prefill worker: 45s, decode worker: 45s sequential)
    - Testing stream cancellation during decode: ~20s
    - Teardown: ~3s
    ","111014","test_request_cancellation_trtllm_decode_cancel[nats]","tests.fault_tolerance.cancellation","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"Test that ValueError is raised when messages contain only images.","1","test_extract_user_text_only_images","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","","test_vllm_chat_message_utils","",""
"Test that environment variables in paths are expanded by Python code.","2","test_custom_jinja_template_env_var_expansion","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","","test_trtllm_unit","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_disabled-graceful_shutdown-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_sglang","",""
"Test that dimensions exactly at max are allowed.","0","test_parse_size_at_max_boundary","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestVideHandlerParseSize","test_trtllm_video_diffusion","",""
"Fires 3 concurrent requests and asserts only one thread enters
        engine.generate() at a time (max_concurrent == 1).

        If the asyncio.Lock in VideoGenerationHandler is removed, the 3
        asyncio.to_thread() calls run in parallel OS threads, overlapping
        inside the tracker's sleep window, and max_concurrent rises to 3.
        ","311","test_concurrent_requests_are_serialized","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestVideoHandlerConcurrency","test_trtllm_video_diffusion","",""
"Test error handling when registry fails.","1","test_error_handling","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestGetPrometheusExpfmt","test_vllm_prometheus_utils","",""
"
    configure_vllm_logging() must NOT set VLLM_LOGGING_CONFIG_PATH.
    Subprocesses should use vLLM's built-in DEFAULT_LOGGING_CONFIG instead
    of a config file pointing to dynamo's LogHandler (which requires the
    Rust runtime that is not available in subprocesses).
    ","31","test_no_config_file_written","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","","test_vllm_logging","",""
"Non-positive FPS must be rejected.","0","test_omni_config_invalid_video_fps[-100]","components.src.dynamo.vllm.tests.omni","2026-04-08","passed","2026-04-08","","test_omni_args","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_enabled-worker_failure-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_trtllm","",""
"Scalar then nested path on same key should fail gracefully.","1","test_conflicting_path_exits","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestParseDynamicFlags","test_dynamic_flags","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_enabled-graceful_shutdown-completion-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"Test that invalid --endpoint format raises ValueError.","4","test_endpoint_invalid_format_raises","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","","test_vllm_unit","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","49215","test_request_migration_sglang_aggregated[migration_disabled-graceful_shutdown-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_sglang","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","158699","test_request_migration_trtllm_decode[migration_enabled-graceful_shutdown-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-08","passed","2026-04-08","","test_trtllm","",""
"Verify BlockStored serializes to expected msgpack array format.

        This is the ultimate test - if the serialized format changes,
        Rust deserialization will fail.
        ","0","test_block_stored_serialization_format","components.src.dynamo.vllm.tests","2026-04-08","passed","2026-04-08","TestVllmKvEventsApi","test_vllm_kv_events_api","",""
"
    End-to-end test for request migration during KV transfer in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","13527","test_request_migration_vllm_kv_transfer[migration_enabled-graceful_shutdown-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-08","skipped","2026-04-08","","test_vllm","",""
"Different images should produce lower overlap than repeated identical images.","4204","test_vllm_mm_overlap_diff_images_less_than_same","tests.mm_router","2026-04-08","passed","2026-04-08","","test_vllm_mm_router_e2e","",""
"Test that unknown attributes raise a TypeError.

        dataclasses.replace() does not accept unknown field names.
        ","0","test_unknown_attributes_raise_error","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestOverrideSamplingParams","test_trtllm_handler_base","",""
"Test VideoData with both fields (unusual but valid).","0","test_both_fields","components.src.dynamo.trtllm.tests","2026-04-08","passed","2026-04-08","TestVideoData","test_trtllm_video_diffusion","",""
